Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,_year,fallecidos_porcentaje
1515,1955-03-26,11:12,Off the Oregon coast,Pan American World Airways,845/26,Portland - Honolulu,Boeing 377 Stratocruiser 10-26,N1032V,15932,23,15,8,4,2,2,0,"The plane ditched 35 miles off the Oregon coast after the No. 3 engine and propeller broke away causing severe control difficulties. The plane sank after 20 minutes. Loss of control and inability to maintain altitude following failure of the No. 3 propeller which resulted in wrenching free the No. 3 power  package. The aircraft was named ""Clipper United States.""",1955,17.39
1570,1956-04-02,08:10,"Seattle, Washington",Northwest Orient Airlines,2,Seattle - Portland,Boeing 377 Stratocruiser 10-30,N74608,15954,38,32,6,5,4,1,0,The aircraft experienced extreme buffeting after taking off from Seattle. A decision was made to divert to McChord AFB but the plane continued to loose altitude and had to be ditched in Puget Sound 4.7 nautical miles southwest of Seattle. The plane sank within 15 minutes. The incorrect analysis of control difficulty which occurred on retraction of the wing flaps as a result of the flight engineer's failure to close the engine cowl flaps; the analysis having been made under conditions of urgency and within an extremely short period of time available for decision.,1956,13.16
1591,1956-10-16,06:15,Over the Pacific Ocean,Pan American World Airways,943,Honolulu - San Francisco,Boeing  377 Stratocruiser,N90943,15959,31,24,7,0,0,0,0,"The aircraft ditched into the Pacific Ocean while on a flight from San Francisco to Honolulu after losing the No. 1 and then the No. 4 engine. The aircraft circled around the U.S. Coast Guard cutter ""Pontchartrain"", at Ocean Station November until daybreak after which it made a successful ditching with no casualties. Probable Cause: An initial mechanical failure which precluded feathering the No.1 propeller and a subsequent mechanical failure which resulted in a complete loss of power from the No.4 engine, the effects of which necessitated a ditching. The aircraft was named ""Clipper Sovereign of the Sky.""",1956,0.0
1662,1957-11-08,01:27,"900 miles E of Honolulu, Hawaii, Pacific Ocean",Pan American World Airways,7,San Fransisco - Honolulu,Boeing - 377-10-29 Stratocruiser,N90944,15960/40,44,36,8,44,36,8,0,"The aircraft disappeared mid-way on a flight between San Francisco and Honolulu. Wreckage was found 940 miles NE of Honolulu 5 days later. Officially, the cause was never determined.  Possible in-flight fire. High levels of carbon monoxide were found in the 19 bodies that were recovered, though this could have resulted from exposure to seawater. The aircraft was named ""Clipper Romance of the Skies.""",1957,100.0
1701,1958-06-02,05:23,"Manila, Philippines",Pan American World Airways,?,San Francisco - Singapore,Boeing 377 Stratocruiser 10-26,N1023V,15923,57,49,8,1,1,0,0,"A hard landing in heavy rain and gusty winds at Manila caused the collapse of the right main landing gear. A prop broke off the No. 3 engine, penetrated the cabin and killed one passenger. The aircraft was named ""Clipper Golden Gate.""",1958,1.75
1771,1959-06-05,00:00,"Near Sheyma, Alaska",Militiary - US Air Force,?,Reconnaissance,Boeing RC-135E,?,?,19,?,?,19,?,?,0,"Thirty minutes after taking off from Sheyma, ""Rivit Amber"" radioed ""experiencing  vibration in flilght. Not certain of emergency. This was the last radio contact with the plane. The aircraft crashed at sea.",1959,100.0
1779,1959-08-15,16:42,"Calverton, New York",American Airlines,514,Training,Boeing 707-123,N7514A,17641/36,5,0,5,5,0,5,0,The crew failed to recognize and correct the development of excessive yaw which caused an unintentional rolling maneuver at an altitude too low to permit complete recovery.,1959,100.0
1883,1961-01-28,12:20,"Off Montauk Point, New York",American Airlines,?,Training,Boeing 707-123,N7502A,17629/8,6,0,6,6,0,6,0,"The aircraaft banked left, entered a dive and eventually crashed into the ocean five miles off shore.",1961,100.0
1885,1961-02-15,10:05,"Near Brussels, Belgium",Sabena,548,New York City - Brussels,Boeing B-707-320,OO-SJB,17624/92,72,61,11,72,61,11,1,"The aircraft was about to touchdown on the runway when engine power was increased and the aircraft climbed to 1,500 ft. The aircraft completed 3 left-hand circles. Its attitude increased until it nosed down and crashed. The entire eighteen member U.S. Figure Skating team killed.  Failure of the aircraft's flying controls, possibly jamming of the outboard ailerons or unwanted extension of the spoilers.",1961,100.0
1928,1961-12-04,12:30,"Mainz, Germany",Lufthansa,?,Training,Boeing 720-030B,D-ABOK,18058/202,3,0,3,3,0,3,0,Crashed into an open field in a steep dive after attempting an emergency landing.,1961,100.0
1942,1962-03-01,10:09,"Jamaica Bay, New York, New York",American Airlines,1,New York City - Los Angeles,Boeing B-707-123B,N7506A,17633/12,95,87,8,95,87,8,0,"After taking off from Idlewild Airport and reaching a height of 1,500 feet, the aircraft made a left turn but continued to roll until it was inverted and crashed into Jamaica Bay approximately 3 miles southwest of the control tower. A rudder control malfunction which caused  a full unwanted rudder deployment, yaw, sideslip and roll which led to loss of control of the aircraft. This was caused by the use of an improper tool at the manufacturing plant to wrap the rudder servo unit's wiring, damaging the wires and leading to a short circuit. There is speculation that the accident was actually caused by the captain putting the aircraft in a steep 45 degree bank which resulted in the loss of control of the aircraft.",1962,100.0
1961,1962-05-22,21:21,"Near Unionville, Missouri",Continental Airlines,11,"Chicago - Kansas City, MO",Boeing B-707-124,N70775,17611/49,45,37,8,45,37,8,0,"While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot. It was alleged Thomas Doty, recently arrested for armed robery, and insured for $300,00 put together the dynamite bomb and placed it in the lavatory.",1962,100.0
1964,1962-06-03,12:35,"Villeneuve-le-Roi, Val-de-Marne, France",Air France,007,Paris - New York City,Boeing B-707-328,F-BHSM,17920/159,132,122,10,130,122,8,0,"During takeoff from Orly Airport, the nose rose for about 5 seconds and then dropped back down on the runway. Smoke streamed from the wheels as the crew tried to stop the aircraft but it ran off the runway and collided with the runway lights and a house. The only survivors were two stewardesses who were seated in the tail section which broke free in the crash. The aircraft's horizontal stabilizer was improperly trimmed due to a failure of the trim servo motor. Almost all of the victims belonged to an art society from Atlanta, which had chartered the flight.",1962,98.48
1966,1962-06-22,04:01,"Basse-Terre, Guadaloupe, West Indies",Air France,117,Paris - Pointe-a Pitre - Santaigo,Boeing B-707-328,F-BHST,18247/274,112,102,10,112,102,10,0,"The aircraft crashed into a 1,400 ft. hill while on approach, 15 miles from the runway threshold. Nonfunctioning VOR station. Insufficient meteorological information given to the flight crew. Malfunctioning automatic direction finder due to the effects of poor atmospheric conditions. The aircraft was named ""Chateau de Chantilly.""",1962,100.0
2004,1962-11-27,03:40,"Lima, Peru",Varig,810,Porto Alegre - Lima,Boeing B-707-441,PP-VJB,17906/129,97,80,17,97,80,17,0,"After initiating an overshoot procedure, at the suggestion of the control tower, because it was too high, the aircraft proceded to start another approach when it crashed into La Cruz Peak. Possible misinterpretation of navigation instruments.",1962,100.0
2013,1962-12-29,01:11,"Monte Renoso, Corsica, France",Air Nautic,?,Bastia - Ajaccio,Boeing B307-1 Stratoliner,F-BELZ,2001,25,22,3,25,22,3,0,"Crashed into Mt. Renoso at 7,450 ft. Crew fatigue. Inadequate preparation for the flight. Entered cruise at a high rate of speed. Navigational errors. Failed to maintain safe altitude. Decent started prematurely.",1962,100.0
2024,1963-02-12,13:48,"Near Miami, Florida",Northwest Orient Airlines,705,Miami - Chicago,Boeing B-720-051B,N724US,18354/224,43,35,8,43,35,8,0,"The aircraft crashed 37 miles west-southwest of Miami after penetrating a thunderstorm and encountering severe turbulence. The aircraft initially entered an area of updrafts followed by downdrafts which put the aircraft into a high speed dive. While trying to pull out of the dive, the aircraft broke apart from excessive g forces. The crew is believed to have concentrated on maintaining a given airspeed in an extreme turbulence condition instead of flying attitude. In doing so, excessive stress was applied to the wings which separated from the fuselage. The weather was considerably worse than forecast.",1963,100.0
2067,1963-10-14,11:33,"Jamaica, New York",New York Airways,600,Idlewild - Newark,Boeing Vetrol 107 II helicopter,N6673D,3,6,3,3,6,3,3,0,The helicopter crashed to the ground and burned. Fatigue failure of the drive quill shaft due to contamination of the lubrication system in the aft transmission assembly.,1963,100.0
2074,1963-12-08,20:59,"Elkton, Maryland",Pan American World Airways,214,Washington - Baltimore - Philadelphia,Boeing B-707-121,N709PA,17588/3,81,73,8,81,73,8,0,"The airliner was on a flight from Baltimore to Philadelphia. The aircraft was in a holding pattern along with 5 other planes when the control tower received a Mayday message. The plane was seen going down in flames and crashed 10 miles southwest of New Castle, Delaware. The aircraft was struck by lightning.  Lightning induced ignition of fuel tank vapors. Within two weeks after the accident, the FAA ordered lightning discharge wicks to be installed on all commercial jet airliners. The aircraft was named Clipper Tradewind.",1963,100.0
2111,1964-07-15,09:33,"Ansbach, Germany",Lufthansa,?,Training,Boeing 720,D-ABDOP,18249,3,0,3,3,0,3,0,"The aircraft departed Frankfurt on a training mission. After completing several maneuvers, the crew was cleared to descend to 3,600 feet when control was lost. The airplane rolled inverted and crashed in an explosion in a field located in Ansbach.",1964,100.0
2128,1964-11-23,14:09,"Rome, Italy",Trans World Airlines,800,Chicago - New York - Paris - Milan - Rome - Athens,Boeing B-707-331,N769TW,17685/123,73,62,11,50,45,5,0,The captain decided to abort the takeoff after the No. 4 engine pressure ratio read zero thrust and the amber warning light indicating thrust reversal of No. 2 engine came on. The speed was below V1. The aircraft continued to travel past the runway limit and the No. 4 engine struck a pavement roller. The aircraft burst into flames. Malfunction of the No. 2 engine reverse thruster. The malfunction allowed in the development of forward thrust by No. 2 engine even though all four levers were in the reverse position.,1964,68.49
2160,1965-05-20,23:48,"Cairo, Egypt",Pakistan International Airlines,705,Karachi - Dhahran - Cairo - Geneva - London,Boeing B-720-040B,AP-AMH,18379,127,114,13,121,108,13,0,The aircraft  crashed during its approach.The plane descended during the approach at triple the normal rate until the aircraft struck the ground. The aircraft exceeded the recommended descent rate during the final stages of landing for reasons unknown.,1965,95.28
2164,1965-06-28,13:10,"San Francisco, California",Pan American World Airways,?,San Francisco - Hawaii,Boeing B-707-321B,N761PA,18336,153,143,10,0,0,0,0,"Just after the aircraft took off from San Francisco International Airport, the No. 4 engine disintegrated tearing off 25 feet of the right wing. An emergency landing was safely made at Travis Air Force Base. A plane was dispatched to pick up the passengers at Travis Air Force Base. While attempting to land, and in plain view of the passengers, the nose gear collapsed. Improper turbine rotor positioning during engine assembly and the use of serviceable worn parts. The aircraft was named ""Clipper Friendship.""",1965,0.0
2165,1965-07-01,05:29,"Kansas City, Missouri",Continental Airlines,12,"Los Angeles - Kansas City, MO",Boeing B-707-124,N70773,17609/25,66,60,6,0,0,0,0,The aircraft slid off the end of the runway while landing and broke in two. Hydroplaning of the landing gear wheels which led to braking ineffectiveness.,1965,0.0
2174,1965-08-16,20:21,"Lake Michigan, near Chicago, Illinois",United Air Lines,389,New York City - Chicago,Boeing B-727-22,N7036U,18328/146,30,24,6,30,24,6,0,"The plane crashed into Lake Michigan 19.5 miles east of Lake Forest, Illinois during  an approach and while descending from FL 350. The aircraft made a continuous descent at an average rate of approximately 2,000 feet per minute from 35,000 feet to impact with the water in a clean flight configuration. Officially, a cause could not be determined. The aircraft was dispatched illegally without an operating CVR. Possible misread altimeter. The crew could have read the altimeter as 16,000 instead of  6,000 ft. and continued a descent below what they were cleared for. Possible excessive sink rate. Excessive sink rate is thought to have possibly caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",1965,100.0
2182,1965-09-17,11:25,"Chances Peak, Montserrat",Pan American World Airways,292,"Fort de France, Martinque- Saint Johns, Antigua",Boeing B-707-121B,N708PA,17586/1,30,21,9,30,21,9,0,"Crashed into mountains 32 miles southwest of its destination while descending for a landing. Pilot became lost and disoriented. Crew did not determine their position before descending. Navigation error. The aircraft was named ""Clipper Constitution.""",1965,100.0
2186,1965-10-18,16:30,"Near Hanoi, Vietnam",International Control Commision,?,Vientiane - Hanoi,Boeing 307 Stratoliner B-1,F-BELV,1996,13,9,4,13,9,4,0,Shot down by Communist ground fire.,1965,100.0
2191,1965-11-08,19:02,"Cincinnati Airport, near Covington, Kentucky",American Airlines,383,New York City - Cincinnati,Boeing B-727-23,N1996,18901/153,62,56,6,58,53,5,0,"The aircraft crashed short of runway during a visual approach in deteriorating weather conditions. Failure of the flight crew to properly monitor the aircraft's height during the approach into deteriorating weather conditions resulting in an excessive sink rate. Excessive sink rate is thought to have caused four 727 accidents in succession.  Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",1965,93.55
2194,1965-11-11,17:52,"Salt Lake City, Utah",United Air Lines,227,Denver - Salt Lake City,Boeing B-727-22,N7030U,18322/130,91,85,6,43,43,0,0,"The aircraft crashed short of the runway and collided with runway lights, 335 feet short of the runway, causing the main landing gear to fail followed by a fire. Too high of a descent rate during approach. Failure of the captain to take  timely action to arrest an excessive descent rate during the landing approach. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected. Bill Linderman, 45, champion rodeo cowboy killled.",1965,47.25
2197,1965-12-04,16:18,"Carmel, New York",Trans World Airlines / Eastern Air Lines,42 / 853,Boston - Newark,Boeing B-707-131B / L1049C Constellation,N748TW/N6218C,18387/286  / 4526,112,100,12,4,3,1,0,"Midair collision at 11,000 feet. Misjudgment of altitude separation by the crew of EAL 853 because of an optical illusion created by the up-slope effect of cloud tops resulting in an evasive maneuver by the EAL 853 crew and a reactionary evasive maneuver by  the TWA 42 crew. The 707 landed at JFK despite losing 25 feet of the left wing. There were no injuries to the crew of 7 and 51 passengers aboard the 707.  Three of the 46 passengers and 1 crew member aboard  EAL 853 were killed. Misjudgment of altitude separation by the crew of the Constellation because of an optical illusion created by the up-slope effect of cloud tops, resulting in an evasive maneuver by the Constellation crew and a reactionary evasive maneuver by the Boeing crew.",1965,3.57
2208,1966-01-24,08:02,"Mont Blanc, French Alps, Switzerland",Air India,101,Bombay - Beirut  - Geneva - Paris - London -New York,Boeing B-707-437,VT-DMN,18055/200,117,106,11,117,106,11,0,"The aircraft was told to hold at 1,000 ft. above the clouds  before landing at Geneva  but descended below the minimum safe altitude and crashed into Mont Blanc. With a malfunctioning No. 2 VOR the crew thought they had already passed Mt. Blanc. Miscalculation by the crew on their position and the phraseology used by the controller in relay the aircraft's position. Hambi Bhabha, father of India's nuclear program killed. The aircraft was named Kanchenjunga. Remains found 7/2017",1966,100.0
2211,1966-02-04,19:00,"Tokyo Bay, Japan",All Nippon Airways,60,Chitose - Tokyo,Boeing B-727-81,JA8302,18822/126,133,126,7,133,126,7,0,"The jetliner crashed about 7.5 miles ESE of Tokyo International (Haneda) Airport where it was scheduled to land. The aircraft was on VFR approach and was observed at a height of 2, 000 ft. just before the crash.  Cause undetermined. Excessive sink rate is thought to have caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",1966,100.0
2218,1966-03-05,14:15,"Near Gotemba City, Mt. Fuji, Japan",British Overseas Airways,911,Tokyo - Hong Kong,Boeing B-707-436,G-APFE,17706/113,124,113,11,124,113,11,0,The aircraft crashed into Mt. Fuji after encountering severe turbulence when the pilot decided to give the passengers a view of the mountain. The aircraft encountered severe clear air turbulence and started to come apart in the air before crashing.,1966,100.0
