Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,_year,fallecidos_porcentaje
54,1921-02-22,00:00,"Elko, Nevada",US Aerial Mail Service,?,?,De Havilland DH-4,67,?,1,0,1,1,0,1,0,"Shortly after taking off, the aircraft stalled and crashed .",1921,100.0
56,1921-04-21,00:00,"Mitchel Field, NY",US Aerial Mail Service,?,?,De Havilland DH-4,160,?,1,0,1,1,0,1,0,After taking off the aircraft stalled and crashed.,1921,100.0
57,1921-04-29,00:00,"Cleveland, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,196,?,1,0,1,1,0,1,0,"The aircraft crashed in a field, short of the runway, a few minutes before its scheduled arrival in Cleveland. The weather was poor with fog.",1921,100.0
58,1921-05-17,00:00,"Rock Springs, Wyoming",US Aerial Mail Service,?,?,"De Havilland DH-4De Havilland DH-4",176,?,1,0,1,1,0,1,0,Crashed while attempting to land.,1921,100.0
59,1921-08-14,00:00,"Toulouse, France",Aeropostale,?,?,Breguet 14,F-ALBI,?,2,?,?,2,?,?,0,?,1921,100.0
61,1921-09-06,00:00,"Paris, France",Franco-Roumaine,?,Warsaw - Prague - Strasbourg - Paris,Potez IX,F-ADCD,160,5,4,1,5,4,1,0,Crashed while making an approach to Le Bourget Airport in Paris. Pilot aborted the landing due to another aircraft on the runway.,1921,100.0
62,1921-12-05,00:00,"Near Murchinson River, Australia",West Australian Airways,?,Geraldton - Derby,Bristol 28 Tourer,G-AUDI,6116,2,0,2,2,0,2,0,On approach to Geraldton the plane crashed near the Murchinson River. Considered the first commercial flight in Australila.,1921,100.0
63,1922-01-14,00:00,"Paris, France",Handley Page Transport,?,?,Handley Page O/10,G-EATN,HP-43,5,4,1,5,4,1,5,Crashed at Le Bourget field.,1922,100.0
65,1922-03-22,11:40,North Atlantic Ocean,Aero Limited,?,Miami - Bimini,Aeromarine Model 85 (flying boat),?,?,6,5,1,5,5,0,0,"The plane ditched into the ocean about 40 miles East of Florida after a propeller blade broke. Only the pilot survived, being picked up over 2 days later. The flying boat was named Miss Miami.",1922,83.33
66,1922-04-07,13:15,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,?,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,G-EAOW/FGEAD,4,7,5,2,7,5,2,0,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60.",1922,100.0
67,1922-04-08,00:00,"Pao Ting Fou, China",?,?,Test,?,?,?,17,0,17,17,0,17,0,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.,1922,100.0
68,1922-06-03,00:00,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,?,Croydon - Paris,Bleriot Spad 27,F-ACMH,555,3,2,1,3,2,1,0,Went down into the English Channel while en route.,1922,100.0
69,1922-07-04,00:00,"Fuhlsbuttel, Germany",?,?,Hamburg - Berlin,LVG C VI,?,?,3,2,1,2,1,1,0,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron).",1922,66.67
70,1922-07-16,16:45,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,?,Strasbourg - Paris,Potez 29,F-FREI,25,5,4,1,5,4,1,0,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.,1922,100.0
71,1922-07-26,00:00,"Cadix, Spain",Grands Express Aeriens,?,?,Breguet 14,F-ALVE,117,3,2,1,3,2,1,0,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed.",1922,100.0
72,1922-09-07,00:00,"Indianapolis, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,227,?,1,0,1,1,0,1,0,The plane stalled shortly after takeoff and crashed.,1922,100.0
73,1922-10-02,00:00,"Venice, Italy",de Havilland Air Service,?,Venice - London,de Havilland DH-9,G-EAYT,14,4,3,1,4,3,1,0,Shortly after taking off the plane crashed into the sea and sank.,1922,100.0
74,1922-10-25,00:00,"Larache, Morocco",Grands Express Aeriens,?,?,Breguet 14,?,?,2,1,1,2,1,1,0,Crashed under unknown circumstances.,1922,100.0
75,1922-12-03,00:00,"Fez, Morocco",Grands Express Aeriens,?,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,F-ALNA,14,1,0,1,1,0,1,0,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.,1922,100.0
76,1923-01-10,00:00,"Ajaccio, France",Amee de l'Air,?,?,Lioré-et-Olivier H-13,F-AEIB,4,4,2,2,3,1,2,0,The plane crashed mid-air due to a structural failure of the tail.,1923,75.0
77,1923-01-17,00:00,"Barcelona, Spain",Grands Express Aeriens,?,?,Breguet 14,F-ALJU,6083-130,1,0,1,1,0,1,0,Crashed into a mountain during a snowstorm.,1923,100.0
78,1923-01-18,00:00,"Cheyenne, Wyoming",US Aerial Mail Service,?,?,De Havilland DH-4,223,?,1,0,1,1,0,1,0,Crashed during a mail flight.,1923,100.0
79,1923-02-26,00:00,"Meadville, Pennsylvania",US Aerial Mail Service,?,?,De Havilland DH-4,291,?,1,0,1,1,0,1,0,The pilot lost control of the aircraft  while on approach in poor weather conditions.,1923,100.0
80,1923-05-14,13:42,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),?,Paris - London,Farman F-60 Goliath,F-AEBY,15,6,4,2,6,4,2,0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",1923,100.0
81,1923-08-27,17:30,"East Mallling, United Kingdom",Air Union,?,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,F-AECB,4,11,9,2,1,1,0,0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed.",1923,9.09
82,1923-08-27,00:00,"Bucharest, Romania",Campagnie France Roumaine,?,?,Blériot Spad 46,F-AEGN,28,2,1,1,2,1,1,0,Crashed while on approach to Bucharesst.,1923,100.0
83,1923-09-07,00:00,"Colton, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,283,?,1,0,1,1,0,1,0,Crashed during an emergency landing attempt.,1923,100.0
84,1923-09-14,18:00,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,?,Croydon - Manchester,de Havilland DH-34,G-EBBS,29,5,3,2,5,3,2,0,Crashed while attempting a forced landing after encountering heavy rain.,1923,100.0
85,1923-11-18,00:00,Russia,CCCP,?,?,Junkers F-13,D-257,?,5,2,3,3,1,2,0,Crashed during a training flight.,1923,60.0
86,1923-12-06,00:00,"Castalia, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,318,?,1,0,1,1,0,1,0,Crashed under unknown circumstances.,1923,100.0
88,1923-12-24,00:00,"Egbert, WY",US Aerial Mail Service,?,?,De Havilland DH-4,315,?,1,0,1,1,0,1,0,Crashed into a montain in poor weather conditions.,1923,100.0
89,1924-03-07,00:00,"Grampian, Pennsylvania",US Aerial Mail Service,?,?,De Havilland DH-4,327,?,1,0,1,1,0,1,0,Crashed during a snowstorm.,1924,100.0
90,1924-04-24,00:00,Over the English Channel,KLM Royal Dutch Airlines,?,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,H-NABS,1535,3,2,1,3,2,1,0,The aircraft disappeared over the North Sea. The plane and passengers were never found.,1924,100.0
91,1924-06-08,00:00,"Barranquilla, Colombia",SCADTA,?,Barranquilla - Bogota,Junkers F-13,A16,684,5,3,2,5,3,2,0,Stalled after taking off and crashed into houses..,1924,100.0
92,1924-08-01,00:00,United States,US Aerial Mail Service,?,?,De Havilland DH-4,297,?,1,0,1,1,0,1,0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.",1924,100.0
93,1924-11-06,00:00,"Cabrerolles, France",Grands Express Aeriens,?,?,Breguet 14,F-AFBD,?,1,0,1,1,0,1,0,"While en route the pilot encountered thunderstorms, lost control and crashed.",1924,100.0
94,1924-12-21,00:00,"Goshen, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,311,?,1,0,1,1,0,1,0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.",1924,100.0
95,1924-12-24,12:00,"Purley, England",Imperial Airways,?,London - Paris,de Havilland DH-34B,G-EBBX,36,8,7,1,8,7,1,0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.",1924,100.0
96,1925-03-22,00:00,"Near Tiflis, Georgia, USSR",Zakavia,?,Tiflis - Suchumi,Junkers F-13,R-RECA,590,5,3,2,5,3,2,0,Shortly after take off the plane went out of control and crashed in flames.,1925,100.0
97,1925-04-25,00:00,"Alicante, Spain",Grands Express Aeriens,?,Alicante - Barcelona - Toulouse,Breguet 14,F-AFBB,202,3,1,2,3,1,2,0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.",1925,100.0
98,1925-06-25,00:00,"Landrécies, France",KLM Royal Dutch Airlines,?,Amsterdam - Paris,Fokker (KLM)  F.III,H-NABM,1502,4,3,1,4,3,1,0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight.",1925,100.0
99,1925-06-26,00:00,"Alicante, Spain",Grands Express Aeriens,?,Oran - Alicante,Lioré-et-Olivier LeO H-13,F-FREM,?,2,0,2,2,0,2,0,While attempting to land the seaplane hit a lightning mast and crashed.,1925,100.0
100,1925-07-20,00:00,"Rosas, Spain",Lignes Aeriennes Latecoere,?,Toulouse - Barcelona,Breguet 14,F-AFBI,209,1,0,1,1,0,1,0,Crashed in unknown circumstance.,1925,100.0
101,1925-07-24,00:00,"Budapest, Hungary",CIDNA,?,?,Potez IX,?,?,1,0,1,1,0,1,0,Crashed while attempting to land 10 km from the airport,1925,100.0
104,1925-10-01,00:00,"Mt. Nittany, Ohio",US Aerial Mail Service,?,New York - San Francisco,De Havilland DH-4,385,?,1,0,1,1,0,1,0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.,1925,100.0
105,1925-11-14,00:00,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,?,?,Breguet 14,F-AEGZ,168,1,0,1,1,0,1,0,The pilot suffered sunstroke lost control of the plane and crashed.,1925,100.0
106,1925-11-14,00:00,"Off Boulogne-sur-Mer, France",Air Union,?,?,Farman F-60 Goliath,F-FHMY,?,2,?,?,2,?,?,0,?,1925,100.0
107,1926-02-12,00:00,"Montpelier, Ohio",US Aerial Mail Service,?,?,Curtiss Carrier Pigeon,602,?,1,0,1,1,0,1,0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.",1926,100.0
108,1926-03-08,00:00,"Staaken, Germany",Deutche Lufthansa,?,?,Junkers F-13,"D-290D-290",665,1,0,1,1,0,1,0,While in a training filight the aircraft stalled and crashed while attempting to land.,1926,100.0
109,1926-05-31,00:00,English Channel,Air Union,?,Paris - Cryodon,Breguet 14,F-ADAI,1908,1,0,1,1,0,1,0,The mail plane crashed into the English Channel and was never found.,1926,100.0
110,1926-07-03,00:00,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,?,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6,4,2,6,4,2,0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.,1926,100.0
111,1926-07-09,09:30,"Wolvertem, Belgium",KLM Royal Dutch Airlines,?,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2,1,1,2,1,1,0,Crashed into the ground while descending in poor weather.,1926,100.0
112,1926-07-24,00:00,"Juist, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-272,660,5,4,1,5,4,1,0,Crashed under weather related.circumstances.,1926,100.0
113,1926-08-18,00:00,"Hurst, Kent, England",Air Union,?,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,2,15,13,2,3,2,1,0,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.,1926,20.0
114,1926-09-26,00:00,"New York, New York",?,?,New York - Paris,Sikorsky S-25,?,?,5,4,1,2,2,0,0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,1926,40.0
115,1926-10-02,15:27,"Leigh, Kent, Unied Kingdom",Air Union,?,Paris - London,Bleriot 155,F- AICQ,1,7,5,2,7,5,2,0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..",1926,100.0
116,1926-10-08,00:00,"Bueren, Germany",Deutsche Lufthansa,?,?,Fokker FG III,D-468,1554,4,3,1,4,3,1,0,Weather related.,1926,100.0
117,1926-10-21,13:15,English Channel,Imperial Airways,?,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,12,10,2,0,0,0,0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",1926,0.0
118,1926-11-11,08:00,"Cape Bojador, Morocco",Grands Express Aeriens,?,Casablanca -Dakar,Breguet 14,F-AFAX,198,3,3,0,3,3,0,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.",1926,100.0
119,1926-12-16,00:00,"Medford, Oregon",Pacific Air Transport,?,?,Ryan M-1,2,?,1,0,1,1,0,1,0,The postal plane crashed into a mountain slope in foggy conditions.,1926,100.0
121,1927-03-20,00:00,"Rabat, Morocco",Grands Express Aeriens,?,Casablanca - Oran,Breguet 14,F-ALRA,?,1,0,1,1,0,1,0,Unknown.,1927,100.0
122,1927-03-24,00:00,"Tambo, Qld, Australia",Qantas,?,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,3,2,1,3,2,1,0,"While attempting to land, the engine failed, the aircraft stalled and crashed.",1927,100.0
123,1927-04-15,00:00,"King Hill, Idaho",Varney Air Lines,?,?,"SwallowSwallow",?,A28,1,0,1,1,0,1,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,1927,100.0
124,1927-04-22,00:00,"Floh, Germany",Deutsche Lufthansa,?,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,2,1,1,2,1,1,0,Crashed following engine failure.,1927,100.0
125,1927-04-22,00:00,"Goshen, Indiana",US Aerial Mail Service,?,?,Douglas M-4,626,?,1,0,1,1,0,1,0,Crashed into a field during a snow storm.,1927,100.0
126,1927-05-02,00:00,"Algiers, Algeria",Air Union,?,?,SPCA Meteore 63,F-AIFN,?,3,0,3,1,0,1,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.,1927,33.33
127,1927-07-27,00:00,"Amoneburg, Germany",Deutsche Lufthansa,?,Kassel - Frankfurt,Junkers F-13,D-206,591,5,3,2,5,3,2,0,Crashed after experiencing engine failure and attempting to make a forced landing.,1927,100.0
128,1927-08-22,08:30,"Sevenoaks, England",KLM Royal Dutch Airlines,?,Croydon - Schiphol,Fokker F-VIII,"H-NADUH-NADU",4993,11,9,2,1,0,1,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",1927,9.09
129,1927-09-03,00:00,"Willington, Connecticut",Colonial Air Transport,?,?,Fokker Universal,"NC52  	NC52",405,1,0,1,1,0,1,0,The postal plane crashed for unknown reasons.,1927,100.0
130,1927-09-17,00:00,"Hadley, New Jersey",Reynolds Airways,?,Sightseeing,Fokker F-VII,NC776,4840,12,11,1,7,6,1,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,1927,58.33
131,1927-09-17,04:05,Atlantic Ocean,Private,?,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,3,1,2,3,1,2,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.",1927,100.0
132,1927-09-23,10:00,"Schleiz, Germany",Deutsche Lufthansa,?,Berlin - Munich,Dornier Merkur,D-585,075,6,4,2,6,4,2,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,1927,100.0
133,1927-10-06,00:00,"Thies, Mauritania",Lignes Aeriennes Latecoere,?,Saint Louis - Dakar,Breguet 14,F-AGBN,229,2,0,2,2,0,2,0,The plane crashed while attempting to land at Dakar.,1927,100.0
134,1927-10-30,00:00,"New Brunswick, New Jersey",Colonial Air Transport,?,?,Fairchild FC-2,?,20,4,3,1,4,3,1,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.,1927,100.0
135,1927-11-08,00:00,"Strasburg, France",CIDNA,?,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,1,0,1,1,0,1,0,The mail plane crashed shortly after taking off.,1927,100.0
136,1927-11-16,00:00,Over the Gulf of Finland,Aero O-Y,?,Tallinn - Helsinki,Junkers F-13,K-SALD,798,6,4,2,6,4,2,0,Crashed in the gulf of Finland and never found.,1927,100.0
137,1927-11-29,00:00,"Corunna, Indiana",National Air Transport,?,?,Douglas M-4,"NC62  	NC1062",PO641,1,0,1,1,0,1,0,The postal plane crashed at night in poor weather.,1927,100.0
138,1927-12-28,00:00,"Almeria, Spain",Aeropostale,?,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,1,0,1,1,0,1,0,A fire erupted aboard the mail plane while en route and crashed.,1927,100.0
139,1927-12-31,00:00,"Near Marseille,France",Latecoere Airlines,?,Test flight,Latécoère 23 (flying boat),F-AIHP,23-1,5,0,5,5,0,5,0,"Suffered structural failure at an altitude of 1,000 ft.",1927,100.0
140,1928-01-08,00:00,"Near Canajoharie, New York",Colonial Western Airlines,?,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,3,1,2,3,1,2,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,1928,100.0
141,1928-01-16,00:00,"Solis, Uruguay",Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,2,0,2,2,0,2,0,The wing on the mail plane detached from the aircraft and crashed into the sea.,1928,100.0
142,1928-01-22,00:00,"L'Hospitalet, Ariège",Aeropostale,?,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,F-AHEQ,?,1,0,1,1,0,1,0,Crashed after experiencing mechanical difficulties.,1928,100.0
143,1928-01-22,00:00,"Tarragona, Spain",Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,2,0,2,2,0,2,0,Crashed in unknown circumstances.,1928,100.0
144,1928-01-27,00:00,"Almeria, Spain",Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1,0,1,1,0,1,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,1928,100.0
146,1928-03-11,00:00,"Off Cape Griz Nez, France",Air Union,?,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,2,0,2,2,0,2,0,Crashed into the sea while delivering mail in poor weather.,1928,100.0
148,1928-04-19,00:00,"Minuesa, Spain",Iberia Airlines,?,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,9,7,2,9,7,2,0,Crashed into a field after getting lost in fog.,1928,100.0
149,1928-05-07,00:00,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",Aeropostale,?,?,Latecoere 26,F-AIMQ,671,5,3,2,1,1,0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,1928,20.0
